id,existing_score,open_to_buy,months_since_first_loan_issued,existing_credit_card_utilization,n_months_mortgage_loan_paid
5658,426.0,,83.0,,12.0
5659,450.0,3515.0,29.0,81.0,14.0
5660,391.0,16475.0,62.0,14.0,9.0
5661,297.0,154.0,13.0,77.0,9.0
5662,326.0,1491.0,176.0,9.0,13.0
5663,189.0,,72.0,,0.0
5664,312.0,,,,
5665,451.0,7472.0,58.0,14.0,14.0
5666,601.0,976.0,91.0,,2.0
5667,726.0,42368.0,142.0,17.0,13.0
5668,702.0,66913.0,101.0,11.0,12.0
5669,267.0,,105.0,,7.0
5670,433.0,3988.0,46.0,1.0,10.0
5671,250.0,,76.0,,1.0
5672,647.0,13844.0,152.0,64.0,12.0
5673,501.0,2366.0,93.0,6.0,9.0
5674,557.0,3793.0,52.0,21.0,14.0
5675,250.0,,,,
5676,355.0,,,,
5677,700.0,25645.0,115.0,21.0,9.0
5678,706.0,4820.0,89.0,92.0,14.0
5679,246.0,149.0,29.0,102.0,13.0
5680,501.0,822.0,,,11.0
5681,631.0,3891.0,83.0,9.0,9.0
5682,567.0,7782.0,69.0,4.0,12.0
5683,297.0,1168.0,19.0,61.0,10.0
5684,401.0,,,,
5685,356.0,4139.0,55.0,89.0,11.0
5686,477.0,,66.0,,12.0
5687,541.0,8004.0,157.0,81.0,13.0
5688,588.0,6429.0,216.0,85.0,12.0
5689,301.0,310.0,58.0,80.0,14.0
5690,690.0,29685.0,151.0,9.0,13.0
5691,496.0,2217.0,49.0,,10.0
5692,307.0,2595.0,53.0,91.0,9.0
5693,332.0,,,,
5694,595.0,5403.0,2.0,0.0,4.0
5695,302.0,804.0,126.0,27.0,10.0
5696,691.0,22764.0,142.0,96.0,14.0
5697,582.0,1866.0,10.0,10.0,4.0
5698,557.0,4641.0,195.0,103.0,10.0
5699,273.0,103.0,76.0,,7.0
5700,593.0,32521.0,57.0,47.0,12.0
5701,727.0,10428.0,46.0,7.0,10.0
5702,450.0,448.0,63.0,102.0,11.0
5703,322.0,,,,
5704,625.0,3760.0,,,6.0
5705,657.0,2748.0,27.0,3.0,8.0
5706,394.0,1275.0,105.0,70.0,8.0
5707,379.0,547.0,113.0,,9.0
5708,367.0,4402.0,54.0,44.0,14.0
5709,452.0,994.0,264.0,83.0,8.0
5710,354.0,,,,
5711,533.0,3645.0,15.0,0.0,3.0
5712,519.0,3880.0,14.0,19.0,9.0
5713,399.0,,,,
5714,444.0,2280.0,15.0,2.0,4.0
5715,552.0,8694.0,53.0,70.0,11.0
5716,504.0,,34.0,,
5717,646.0,13620.0,94.0,64.0,13.0
5718,649.0,12061.0,107.0,,14.0
5719,290.0,2642.0,19.0,71.0,10.0
5720,496.0,359.0,,,13.0
5721,510.0,1545.0,51.0,,10.0
5722,733.0,5452.0,27.0,,14.0
5723,477.0,4998.0,146.0,77.0,11.0
5724,258.0,1721.0,30.0,,3.0
5725,301.0,1042.0,16.0,19.0,14.0
5726,641.0,1227.0,111.0,0.0,4.0
5727,435.0,2435.0,65.0,78.0,10.0
5728,663.0,6455.0,167.0,4.0,8.0
5729,429.0,,,,
5730,482.0,7348.0,301.0,71.0,9.0
5731,431.0,4163.0,70.0,76.0,10.0
5732,318.0,,,,1.0
5733,366.0,,,,
5734,572.0,13527.0,147.0,4.0,7.0
5735,426.0,461.0,36.0,98.0,11.0
5736,378.0,3343.0,57.0,67.0,9.0
5737,531.0,6459.0,35.0,0.0,9.0
5738,371.0,421.0,,,3.0
5739,460.0,15592.0,52.0,83.0,13.0
5740,306.0,105.0,8.0,106.0,6.0
5741,252.0,132.0,,,3.0
5742,302.0,0.0,0.0,,13.0
5743,595.0,26080.0,207.0,11.0,10.0
5744,672.0,8120.0,55.0,19.0,12.0
5745,481.0,0.0,68.0,91.0,3.0
5746,417.0,5015.0,66.0,104.0,11.0
5747,308.0,208.0,23.0,95.0,13.0
5748,353.0,1793.0,59.0,83.0,10.0
5749,403.0,6735.0,25.0,13.0,11.0
5750,237.0,1911.0,9.0,89.0,11.0
5751,403.0,456.0,212.0,,1.0
5752,342.0,226.0,88.0,,12.0
5753,619.0,7486.0,62.0,0.0,11.0
5754,460.0,4024.0,277.0,53.0,12.0
5755,479.0,2789.0,31.0,58.0,11.0
5756,279.0,,154.0,,14.0
5757,368.0,871.0,37.0,3.0,5.0
5758,630.0,14006.0,225.0,10.0,6.0
5759,512.0,9448.0,44.0,7.0,9.0
5760,590.0,6084.0,49.0,45.0,11.0
5761,615.0,3796.0,126.0,82.0,12.0
5762,238.0,,,,12.0
5763,422.0,35.0,10.0,79.0,8.0
5764,644.0,20378.0,53.0,14.0,11.0
5765,354.0,70.0,27.0,66.0,5.0
5766,639.0,4654.0,149.0,83.0,11.0
5767,592.0,,242.0,,
5768,658.0,22339.0,206.0,5.0,13.0
5769,774.0,20429.0,173.0,14.0,13.0
5770,556.0,141.0,16.0,31.0,7.0
5771,394.0,334.0,17.0,81.0,6.0
5772,682.0,31624.0,160.0,6.0,8.0
5773,471.0,4673.0,83.0,13.0,11.0
5774,588.0,3643.0,10.0,0.0,14.0
5775,452.0,184.0,65.0,,11.0
5776,712.0,30877.0,241.0,5.0,13.0
5777,323.0,26.0,18.0,92.0,10.0
5778,333.0,0.0,,,8.0
5779,363.0,1089.0,9.0,31.0,7.0
5780,440.0,2995.0,40.0,23.0,9.0
5781,441.0,11905.0,229.0,94.0,11.0
5782,435.0,2241.0,103.0,93.0,12.0
5783,680.0,425.0,193.0,71.0,13.0
5784,371.0,580.0,49.0,84.0,14.0
5785,517.0,10269.0,155.0,73.0,13.0
5786,545.0,14716.0,155.0,61.0,13.0
5787,319.0,,207.0,,9.0
5788,317.0,339.0,77.0,86.0,10.0
5789,420.0,33511.0,180.0,0.0,3.0
5790,543.0,4487.0,46.0,91.0,9.0
5791,315.0,91.0,149.0,76.0,12.0
5792,343.0,,,,
5793,330.0,1678.0,99.0,61.0,12.0
5794,327.0,,,,
5795,308.0,5277.0,10.0,7.0,12.0
5796,465.0,98.0,99.0,107.0,12.0
5797,585.0,494.0,214.0,,6.0
5798,583.0,5144.0,26.0,0.0,9.0
5799,403.0,3254.0,94.0,99.0,10.0
5800,247.0,1476.0,0.0,,3.0
5801,431.0,2690.0,116.0,0.0,13.0
5802,744.0,10956.0,136.0,72.0,10.0
5803,669.0,9312.0,237.0,67.0,11.0
5804,562.0,10116.0,75.0,4.0,10.0
5805,724.0,18093.0,167.0,65.0,10.0
5806,720.0,26585.0,190.0,8.0,12.0
5807,206.0,,,,10.0
5808,388.0,338.0,9.0,86.0,10.0
5809,270.0,539.0,17.0,2.0,11.0
5810,261.0,53.0,76.0,,6.0
5811,404.0,600.0,74.0,95.0,14.0
5812,320.0,14380.0,77.0,,12.0
5813,612.0,2673.0,87.0,0.0,9.0
5814,367.0,2523.0,93.0,91.0,14.0
5815,550.0,,,,
5816,338.0,2058.0,137.0,90.0,12.0
5817,587.0,5446.0,130.0,13.0,4.0
5818,400.0,3016.0,,,8.0
5819,456.0,3304.0,108.0,79.0,11.0
5820,577.0,4371.0,145.0,103.0,12.0
5821,310.0,394.0,68.0,62.0,11.0
5822,414.0,2475.0,10.0,8.0,10.0
5823,229.0,2570.0,42.0,30.0,14.0
5824,430.0,8999.0,117.0,91.0,11.0
5825,615.0,6524.0,241.0,89.0,13.0
5826,267.0,939.0,24.0,5.0,7.0
5827,431.0,2187.0,24.0,51.0,14.0
5828,254.0,,,,0.0
5829,555.0,2550.0,95.0,,0.0
5830,557.0,12790.0,64.0,33.0,12.0
5831,323.0,839.0,92.0,0.0,7.0
5832,683.0,9936.0,129.0,10.0,13.0
5833,604.0,5988.0,46.0,1.0,12.0
5834,228.0,,,,
5835,406.0,748.0,10.0,96.0,8.0
5836,275.0,,207.0,,4.0
5837,593.0,31798.0,122.0,59.0,10.0
5838,573.0,7108.0,,,12.0
5839,341.0,2222.0,40.0,93.0,10.0
5840,313.0,,,,
5841,543.0,260373.0,430.0,30.0,13.0
5842,188.0,,6.0,,2.0
5843,666.0,3710.0,75.0,9.0,14.0
5844,544.0,280.0,80.0,103.0,13.0
5845,643.0,11588.0,232.0,50.0,10.0
5846,230.0,1.0,66.0,44.0,10.0
5847,431.0,780.0,,,0.0
5848,687.0,29046.0,324.0,0.0,11.0
5849,393.0,,,,
5850,726.0,4824.0,125.0,9.0,10.0
5851,345.0,1379.0,54.0,6.0,9.0
5852,431.0,3630.0,150.0,97.0,12.0
5853,661.0,2483.0,68.0,0.0,11.0
5854,388.0,956.0,0.0,,6.0
5855,409.0,8727.0,45.0,39.0,12.0
5856,453.0,6407.0,44.0,,14.0
5857,385.0,,,,
5858,699.0,1055.0,,,14.0
5859,642.0,10979.0,137.0,9.0,12.0
5860,377.0,3207.0,236.0,,0.0
5861,506.0,676.0,,,8.0
5862,482.0,500.0,39.0,83.0,10.0
5863,172.0,,,,
5864,284.0,,,,
5865,446.0,2482.0,24.0,82.0,10.0
5866,357.0,1094.0,156.0,,14.0
5867,367.0,375.0,94.0,73.0,10.0
5868,657.0,23713.0,106.0,0.0,10.0
5869,441.0,2068.0,2.0,,0.0
5870,665.0,16796.0,78.0,3.0,13.0
5871,468.0,1879.0,54.0,58.0,10.0
5872,208.0,657.0,38.0,27.0,12.0
5873,455.0,,,,
5874,369.0,1327.0,18.0,33.0,14.0
5875,556.0,19768.0,25.0,21.0,12.0
5876,411.0,2095.0,57.0,95.0,8.0
5877,603.0,7755.0,112.0,42.0,12.0
5878,545.0,4409.0,9.0,49.0,11.0
5879,567.0,9141.0,40.0,16.0,10.0
5880,656.0,17831.0,191.0,9.0,6.0
5881,710.0,2054.0,134.0,,10.0
5882,297.0,,,,
5883,494.0,2599.0,,,5.0
5884,500.0,125.0,,,0.0
5885,314.0,698.0,85.0,52.0,13.0
5886,644.0,,,,10.0
5887,385.0,6152.0,19.0,41.0,13.0
5888,655.0,16467.0,227.0,4.0,13.0
5889,271.0,,,,
5890,406.0,3983.0,222.0,92.0,13.0
5891,664.0,21456.0,142.0,8.0,12.0
5892,217.0,63.0,74.0,91.0,10.0
5893,377.0,,44.0,,11.0
5894,404.0,8543.0,180.0,68.0,14.0
5895,688.0,45202.0,170.0,0.0,14.0
5896,625.0,3317.0,68.0,,3.0
5897,610.0,23256.0,100.0,29.0,11.0
5898,417.0,,,,
5899,517.0,5419.0,32.0,2.0,11.0
5900,433.0,,,,
5901,705.0,8337.0,174.0,0.0,12.0
5902,454.0,,,,
5903,563.0,2061.0,140.0,,4.0
5904,683.0,45928.0,206.0,3.0,11.0
5905,278.0,64.0,208.0,,10.0
5906,557.0,4796.0,65.0,50.0,10.0
5907,375.0,1690.0,,,14.0
5908,506.0,254.0,,,10.0
5909,411.0,1791.0,52.0,102.0,10.0
5910,521.0,3281.0,15.0,,12.0
5911,344.0,1993.0,,,9.0
5912,296.0,1349.0,79.0,,3.0
5913,324.0,424.0,45.0,89.0,14.0
5914,485.0,33587.0,193.0,57.0,10.0
5915,285.0,52.0,63.0,49.0,12.0
5916,377.0,644.0,7.0,6.0,1.0
5917,593.0,935.0,76.0,77.0,10.0
5918,416.0,2502.0,4.0,67.0,6.0
5919,371.0,574.0,101.0,65.0,13.0
5920,600.0,10209.0,148.0,,5.0
5921,679.0,11219.0,102.0,9.0,11.0
5922,484.0,407.0,29.0,0.0,9.0
5923,329.0,877.0,166.0,50.0,7.0
5924,654.0,5923.0,99.0,,0.0
5925,329.0,0.0,22.0,96.0,6.0
5926,380.0,3880.0,77.0,35.0,11.0
5927,353.0,,,,
5928,753.0,7675.0,137.0,24.0,11.0
5929,634.0,5782.0,97.0,91.0,11.0
5930,462.0,9300.0,73.0,65.0,14.0
5931,322.0,793.0,98.0,103.0,10.0
5932,361.0,3375.0,53.0,61.0,11.0
5933,118.0,19.0,21.0,98.0,4.0
5934,366.0,664.0,16.0,78.0,12.0
5935,195.0,,,,0.0
5936,391.0,0.0,,,10.0
5937,589.0,18889.0,161.0,22.0,9.0
5938,587.0,2623.0,104.0,,9.0
5939,402.0,17.0,,,2.0
5940,507.0,,68.0,,13.0
5941,612.0,724.0,,,11.0
5942,510.0,1572.0,98.0,72.0,9.0
5943,569.0,6640.0,50.0,0.0,11.0
5944,361.0,3763.0,25.0,53.0,13.0
5945,369.0,3354.0,32.0,73.0,10.0
5946,582.0,3961.0,67.0,81.0,9.0
5947,637.0,951.0,29.0,21.0,2.0
5948,307.0,984.0,29.0,91.0,12.0
5949,297.0,566.0,,,0.0
5950,692.0,13274.0,106.0,6.0,7.0
5951,232.0,,,,0.0
5952,474.0,1922.0,,,0.0
5953,584.0,894.0,,,10.0
5954,334.0,980.0,213.0,102.0,9.0
5955,436.0,12483.0,67.0,48.0,11.0
5956,351.0,1484.0,16.0,102.0,9.0
5957,590.0,5222.0,42.0,57.0,14.0
5958,258.0,,85.0,,11.0
5959,514.0,1886.0,39.0,69.0,14.0
5960,713.0,1934.0,103.0,1.0,10.0
5961,504.0,10138.0,447.0,84.0,13.0
5962,553.0,8706.0,85.0,9.0,11.0
5963,513.0,3671.0,,,13.0
5964,400.0,339.0,177.0,59.0,10.0
5965,218.0,283.0,43.0,70.0,11.0
5966,609.0,11122.0,68.0,11.0,13.0
5967,526.0,720.0,24.0,63.0,4.0
5968,533.0,958.0,,,5.0
5969,345.0,188.0,120.0,0.0,0.0
5970,460.0,1929.0,47.0,77.0,13.0
5971,453.0,610.0,,,9.0
5972,443.0,227.0,18.0,89.0,12.0
5973,341.0,1967.0,222.0,43.0,13.0
5974,316.0,2009.0,5.0,95.0,14.0
5975,254.0,2225.0,60.0,,4.0
5976,376.0,2627.0,77.0,93.0,10.0
5977,361.0,4005.0,54.0,19.0,12.0
5978,589.0,3122.0,65.0,0.0,10.0
5979,463.0,5073.0,161.0,52.0,11.0
5980,619.0,21702.0,245.0,0.0,13.0
5981,340.0,11694.0,11.0,101.0,3.0
5982,472.0,647.0,,,6.0
5983,633.0,2360.0,55.0,0.0,7.0
5984,406.0,459.0,91.0,99.0,13.0
5985,498.0,35695.0,88.0,9.0,11.0
5986,354.0,,134.0,,
5987,472.0,2485.0,50.0,58.0,13.0
5988,677.0,49846.0,200.0,16.0,13.0
5989,559.0,8212.0,123.0,71.0,13.0
5990,367.0,112.0,102.0,104.0,11.0
5991,461.0,1887.0,8.0,,1.0
5992,269.0,,,,
5993,704.0,1541.0,233.0,,10.0
5994,707.0,9245.0,78.0,49.0,13.0
5995,469.0,5604.0,55.0,6.0,9.0
5996,453.0,,,,
5997,467.0,14804.0,226.0,0.0,12.0
5998,445.0,3917.0,18.0,,13.0
5999,185.0,,41.0,,0.0
6000,262.0,,,,11.0
6001,391.0,7322.0,182.0,88.0,8.0
6002,623.0,9794.0,143.0,38.0,4.0
6003,308.0,,,,
6004,200.0,,,,2.0
6005,319.0,646.0,116.0,73.0,7.0
6006,408.0,4778.0,50.0,77.0,11.0
6007,548.0,4600.0,36.0,18.0,11.0
6008,682.0,7463.0,207.0,2.0,10.0
6009,418.0,280.0,,,14.0
6010,440.0,293.0,116.0,,13.0
6011,504.0,3982.0,169.0,49.0,10.0
6012,695.0,14915.0,90.0,30.0,14.0
6013,317.0,98.0,,,11.0
6014,466.0,442.0,29.0,96.0,14.0
6015,667.0,113.0,,,0.0
6016,423.0,1516.0,25.0,80.0,7.0
6017,485.0,207.0,36.0,,0.0
6018,398.0,9481.0,166.0,75.0,14.0
6019,597.0,2424.0,,,10.0
6020,302.0,530.0,20.0,87.0,12.0
6021,679.0,22850.0,46.0,35.0,7.0
6022,208.0,,,,
6023,380.0,0.0,10.0,87.0,3.0
6024,578.0,6067.0,137.0,9.0,3.0
6025,464.0,,39.0,,1.0
6026,490.0,1760.0,5.0,1.0,0.0
6027,673.0,36688.0,483.0,4.0,11.0
6028,646.0,62722.0,90.0,0.0,14.0
6029,411.0,,,,10.0
6030,584.0,2941.0,,,3.0
6031,294.0,5192.0,47.0,94.0,12.0
6032,377.0,83.0,11.0,89.0,10.0
6033,463.0,370.0,55.0,97.0,14.0
6034,703.0,21274.0,76.0,58.0,13.0
6035,265.0,,,,
6036,243.0,,,,
6037,753.0,12216.0,159.0,0.0,11.0
6038,425.0,2660.0,108.0,19.0,11.0
6039,353.0,231.0,41.0,,10.0
6040,372.0,97.0,15.0,38.0,11.0
6041,480.0,7183.0,113.0,1.0,10.0
6042,255.0,391.0,53.0,1.0,10.0
6043,177.0,395.0,5.0,65.0,5.0
6044,442.0,7356.0,48.0,88.0,13.0
6045,668.0,7405.0,52.0,52.0,13.0
6046,371.0,578.0,,,0.0
6047,420.0,2316.0,28.0,,10.0
6048,378.0,549.0,21.0,,11.0
6049,531.0,,,,
6050,391.0,2621.0,46.0,90.0,13.0
6051,627.0,27085.0,57.0,100.0,9.0
6052,700.0,57939.0,258.0,49.0,11.0
6053,661.0,3277.0,140.0,85.0,10.0
6054,334.0,732.0,60.0,23.0,10.0
6055,547.0,4384.0,19.0,8.0,6.0
6056,603.0,3836.0,120.0,16.0,11.0
6057,311.0,2054.0,65.0,81.0,12.0
6058,728.0,14244.0,115.0,22.0,14.0
6059,431.0,215.0,19.0,99.0,11.0
6060,250.0,107.0,,,4.0
6061,709.0,11398.0,84.0,9.0,14.0
6062,563.0,908.0,,,0.0
6063,538.0,2713.0,112.0,87.0,13.0
6064,330.0,3520.0,26.0,,13.0
6065,567.0,8399.0,131.0,37.0,9.0
6066,395.0,,,,
6067,410.0,4126.0,105.0,12.0,12.0
6068,375.0,387.0,51.0,89.0,12.0
6069,277.0,,,,
6070,240.0,33.0,18.0,99.0,8.0
6071,389.0,11829.0,105.0,6.0,14.0
6072,463.0,1928.0,157.0,105.0,11.0
6073,439.0,0.0,189.0,86.0,9.0
6074,290.0,177.0,60.0,47.0,6.0
6075,203.0,,,,
6076,416.0,384.0,6.0,0.0,4.0
6077,735.0,20824.0,134.0,98.0,12.0
6078,470.0,6927.0,153.0,67.0,10.0
6079,473.0,5026.0,43.0,61.0,14.0
6080,458.0,,,,12.0
6081,729.0,16377.0,135.0,90.0,13.0
6082,317.0,955.0,11.0,12.0,4.0
6083,572.0,11696.0,50.0,78.0,13.0
6084,547.0,652.0,183.0,100.0,11.0
6085,412.0,374.0,123.0,93.0,13.0
6086,269.0,666.0,4.0,43.0,0.0
6087,415.0,2300.0,38.0,0.0,12.0
6088,404.0,7354.0,11.0,16.0,13.0
6089,356.0,405.0,203.0,54.0,12.0
6090,370.0,,,,
6091,634.0,13485.0,214.0,6.0,7.0
6092,568.0,6591.0,231.0,,12.0
6093,706.0,7288.0,195.0,61.0,14.0
6094,386.0,1753.0,62.0,86.0,8.0
6095,549.0,343.0,32.0,,11.0
6096,605.0,16569.0,75.0,7.0,9.0
6097,542.0,94953.0,254.0,27.0,13.0
6098,506.0,4953.0,64.0,90.0,12.0
6099,333.0,605.0,,,0.0
6100,508.0,965.0,60.0,86.0,14.0
6101,373.0,88.0,97.0,97.0,11.0
6102,609.0,1920.0,9.0,4.0,5.0
6103,648.0,30051.0,175.0,0.0,11.0
6104,599.0,5095.0,29.0,5.0,10.0
6105,468.0,,,,
6106,251.0,,25.0,,
6107,744.0,8899.0,287.0,1.0,13.0
6108,405.0,2416.0,17.0,77.0,11.0
6109,573.0,,163.0,,4.0
6110,706.0,8941.0,147.0,61.0,10.0
6111,674.0,12425.0,82.0,48.0,14.0
6112,599.0,2523.0,52.0,20.0,2.0
6113,465.0,3258.0,19.0,17.0,0.0
6114,631.0,5182.0,87.0,61.0,14.0
6115,270.0,,,,
6116,429.0,1624.0,101.0,54.0,6.0
6117,402.0,,,,11.0
6118,331.0,2718.0,170.0,91.0,11.0
6119,608.0,13186.0,67.0,9.0,9.0
6120,604.0,1253.0,136.0,13.0,4.0
6121,741.0,10325.0,186.0,5.0,10.0
6122,374.0,4626.0,34.0,61.0,13.0
6123,363.0,5.0,13.0,107.0,13.0
6124,503.0,1710.0,15.0,0.0,8.0
6125,303.0,0.0,97.0,96.0,9.0
6126,338.0,2601.0,35.0,32.0,10.0
6127,369.0,6502.0,39.0,0.0,9.0
6128,364.0,,,,
6129,657.0,16272.0,113.0,18.0,9.0
6130,555.0,16083.0,99.0,13.0,9.0
6131,349.0,3673.0,38.0,81.0,10.0
6132,261.0,,,,
6133,316.0,,,,
6134,413.0,1409.0,36.0,4.0,10.0
6135,369.0,,171.0,,0.0
6136,344.0,234.0,39.0,88.0,11.0
6137,344.0,,233.0,,3.0
6138,418.0,,,,
6139,248.0,,,,
6140,644.0,21015.0,134.0,0.0,11.0
6141,619.0,2900.0,155.0,72.0,9.0
6142,654.0,4300.0,131.0,0.0,13.0
6143,336.0,116.0,212.0,,13.0
6144,484.0,0.0,110.0,0.0,1.0
6145,482.0,3560.0,31.0,105.0,10.0
6146,401.0,536.0,4.0,,0.0
6147,316.0,180.0,21.0,100.0,11.0
6148,468.0,,,,12.0
6149,456.0,1455.0,95.0,94.0,10.0
6150,728.0,9154.0,169.0,22.0,14.0
6151,307.0,133.0,11.0,73.0,14.0
6152,419.0,1199.0,69.0,106.0,12.0
6153,358.0,1250.0,57.0,101.0,11.0
6154,294.0,873.0,83.0,44.0,11.0
6155,703.0,12611.0,241.0,14.0,12.0
6156,318.0,0.0,7.0,91.0,9.0
6157,682.0,11156.0,67.0,37.0,13.0
6158,286.0,1210.0,26.0,36.0,9.0
6159,528.0,13959.0,70.0,0.0,13.0
6160,693.0,34072.0,117.0,0.0,9.0
6161,535.0,3316.0,45.0,61.0,12.0
6162,354.0,1440.0,182.0,91.0,10.0
6163,636.0,8045.0,38.0,22.0,13.0
6164,697.0,17342.0,100.0,73.0,13.0
6165,492.0,21637.0,228.0,81.0,14.0
6166,537.0,2442.0,93.0,99.0,11.0
6167,324.0,1742.0,4.0,,12.0
6168,244.0,149.0,20.0,41.0,14.0
6169,447.0,93.0,81.0,98.0,8.0
6170,258.0,415.0,,,2.0
6171,433.0,3486.0,66.0,2.0,12.0
6172,526.0,83605.0,179.0,32.0,9.0
6173,593.0,20332.0,224.0,0.0,8.0
6174,333.0,2155.0,96.0,1.0,11.0
6175,344.0,1026.0,75.0,,2.0
6176,409.0,3303.0,125.0,109.0,13.0
6177,685.0,4009.0,183.0,91.0,11.0
6178,490.0,3953.0,47.0,63.0,13.0
6179,442.0,383.0,146.0,92.0,11.0
6180,259.0,69.0,106.0,84.0,8.0
6181,273.0,,82.0,,9.0
6182,649.0,6986.0,39.0,0.0,1.0
6183,356.0,787.0,33.0,3.0,8.0
6184,232.0,328.0,0.0,,8.0
6185,648.0,13936.0,287.0,4.0,10.0
6186,655.0,,,,0.0
6187,584.0,1639.0,,,11.0
6188,558.0,7291.0,229.0,8.0,6.0
6189,424.0,791.0,179.0,89.0,9.0
6190,608.0,4205.0,78.0,92.0,11.0
6191,367.0,0.0,127.0,105.0,10.0
6192,361.0,1139.0,51.0,91.0,12.0
6193,354.0,2071.0,63.0,105.0,12.0
6194,559.0,,,,12.0
6195,429.0,,,,6.0
6196,280.0,544.0,125.0,,9.0
6197,381.0,,,,0.0
6198,539.0,,,,
6199,552.0,4973.0,64.0,88.0,9.0
6200,569.0,25202.0,255.0,36.0,12.0
6201,431.0,13171.0,92.0,105.0,14.0
6202,265.0,660.0,27.0,5.0,12.0
6203,587.0,2615.0,38.0,46.0,6.0
6204,345.0,15837.0,139.0,3.0,13.0
6205,554.0,1070.0,,,8.0
6206,383.0,42.0,7.0,,2.0
6207,609.0,4626.0,28.0,0.0,13.0
6208,547.0,3649.0,155.0,18.0,13.0
6209,682.0,24175.0,181.0,7.0,4.0
6210,328.0,643.0,42.0,9.0,7.0
6211,598.0,10640.0,108.0,60.0,14.0
6212,405.0,1334.0,157.0,,14.0
6213,351.0,982.0,96.0,82.0,11.0
6214,367.0,1821.0,,,5.0
6215,412.0,264.0,102.0,82.0,8.0
6216,286.0,,,,
6217,718.0,507.0,,,12.0
6218,472.0,864.0,47.0,94.0,9.0
6219,672.0,11523.0,44.0,15.0,4.0
6220,575.0,3057.0,88.0,23.0,10.0
6221,452.0,,,,11.0
6222,365.0,,,,
6223,307.0,317.0,12.0,86.0,4.0
6224,218.0,63.0,2.0,71.0,2.0
6225,626.0,313.0,,,10.0
6226,479.0,2944.0,183.0,80.0,9.0
6227,382.0,124.0,,,0.0
6228,517.0,863.0,33.0,9.0,13.0
6229,273.0,368.0,70.0,,2.0
6230,487.0,8459.0,21.0,21.0,14.0
6231,297.0,15.0,92.0,106.0,12.0
6232,411.0,1007.0,77.0,105.0,14.0
6233,401.0,2501.0,236.0,100.0,9.0
6234,612.0,9738.0,105.0,23.0,14.0
6235,650.0,251.0,45.0,,8.0
6236,171.0,95.0,70.0,104.0,13.0
6237,430.0,556.0,79.0,100.0,11.0
6238,568.0,3417.0,73.0,52.0,11.0
6239,584.0,4939.0,27.0,0.0,2.0
6240,777.0,29955.0,156.0,9.0,9.0
6241,705.0,24410.0,150.0,4.0,13.0
6242,580.0,1338.0,104.0,95.0,6.0
6243,319.0,0.0,36.0,91.0,13.0
6244,296.0,,84.0,,13.0
6245,299.0,395.0,11.0,74.0,1.0
6246,353.0,,,,
6247,465.0,7536.0,104.0,59.0,9.0
6248,562.0,5671.0,212.0,27.0,13.0
6249,310.0,,173.0,,
6250,561.0,167.0,,,8.0
6251,240.0,8.0,22.0,98.0,5.0
6252,745.0,2395.0,149.0,30.0,13.0
6253,221.0,,,,4.0
6254,369.0,402.0,8.0,28.0,8.0
6255,403.0,39.0,,,11.0
6256,538.0,3682.0,48.0,0.0,11.0
6257,395.0,,,,
6258,377.0,6997.0,69.0,83.0,14.0
6259,319.0,1162.0,63.0,78.0,6.0
6260,681.0,33282.0,141.0,9.0,14.0
6261,473.0,1865.0,7.0,91.0,13.0
6262,314.0,,,,
6263,257.0,106.0,13.0,100.0,3.0
6264,232.0,,,,
6265,654.0,8132.0,192.0,,14.0
6266,714.0,10899.0,202.0,6.0,7.0
6267,630.0,19677.0,296.0,0.0,11.0
6268,343.0,,,,11.0
6269,469.0,,,,
6270,629.0,1746.0,164.0,,5.0
6271,396.0,345.0,41.0,29.0,10.0
6272,496.0,4634.0,190.0,42.0,12.0
6273,595.0,2181.0,44.0,2.0,7.0
6274,179.0,,,,0.0
6275,292.0,,,,
6276,437.0,2873.0,30.0,0.0,13.0
6277,750.0,56989.0,241.0,9.0,13.0
6278,384.0,472.0,14.0,51.0,10.0
6279,588.0,21127.0,223.0,85.0,12.0
6280,686.0,11068.0,124.0,28.0,9.0
6281,355.0,1716.0,83.0,49.0,11.0
6282,696.0,9281.0,95.0,,12.0
6283,760.0,17234.0,258.0,8.0,11.0
6284,565.0,2126.0,106.0,1.0,14.0
6285,247.0,,,,
6286,355.0,5864.0,,,4.0
6287,499.0,,24.0,,
6288,287.0,3272.0,32.0,0.0,11.0
6289,254.0,,102.0,,14.0
6290,236.0,183.0,,,2.0
6291,399.0,1930.0,157.0,0.0,11.0
6292,372.0,376.0,37.0,,10.0
6293,329.0,816.0,3.0,77.0,0.0
6294,637.0,20717.0,137.0,23.0,13.0
6295,389.0,2311.0,17.0,83.0,11.0
6296,276.0,1646.0,66.0,77.0,12.0
6297,660.0,12507.0,93.0,5.0,13.0
6298,357.0,778.0,108.0,81.0,12.0
6299,308.0,1027.0,41.0,78.0,11.0
6300,514.0,9915.0,184.0,29.0,14.0
6301,381.0,2178.0,154.0,,10.0
6302,372.0,,,,
6303,348.0,,,,
6304,394.0,2693.0,42.0,17.0,11.0
6305,71.0,0.0,15.0,105.0,8.0
6306,387.0,3064.0,47.0,13.0,10.0
6307,443.0,,,,
6308,384.0,304.0,97.0,,12.0
6309,225.0,4866.0,23.0,49.0,9.0
6310,423.0,294.0,17.0,103.0,9.0
6311,701.0,34105.0,166.0,59.0,10.0
6312,588.0,,,,11.0
